hour,ops,channel,customer_id,customer_at,partner_at,frt_min,sla_ok,customer_msg,partner_msg,channel_url
9,True,76095c1cccdefdd60ddb5ca9c095,Customer_3089228,09:03:50,09:43:15,39.4,False,죄송하지만 금요일 방문은 취소요청드립니다,네 고객님 취소드리겠습니다,sendbird_group_channel_252151969_2578dbdcc0fa76095c1cccdefdd60ddb5ca9c095
9,True,5df24612c7c617885a7c96ad8497,Customer_618211,09:05:43,09:41:05,35.4,False,안녕하세요! 혹시 시간대를 저녁 6시 이후로 바꾸긴 어려울까요??,네 고객님 6시에 방문드리겠습니다!,sendbird_group_channel_209709691_0dc806877f2f5df24612c7c617885a7c96ad8497
9,True,5471bd8008003286041d5307c297,Customer_1576996,09:07:02,09:48:20,41.3,False,안녕하세요 커텐 설치는 안 해주셔서요 ㅠ,"안녕하세요 고객님, 이사 진행시에 이사업체에서 커튼 설치 없이 이사 마무리한상황 맞으실까요?",sendbird_group_channel_209709691_bc3c6d0be06b5471bd8008003286041d5307c297
9,True,490213e93bacb07a2d098aacf500,Customer_3751443,09:13:57,09:48:44,34.8,False,"*상담내용 중 주의필요 짐 목록의 수정  TV 2개 사이즈: 각 65, 49인치 책장 1개 책상 2개 27인치 모니터  *요청:  도착지에 있는",넵넵 수정드리겠습니다!,sendbird_group_channel_384649186_cb289f9ab84c490213e93bacb07a2d098aacf500
9,True,e58ef8535b8a70067e7236553070,Customer_3753503,09:14:35,09:39:03,24.5,False,안녕하세요! 죄송하지만 예약 취소 부탁드리겠습니다:),네 고객님 취소드리겠습니다,sendbird_group_channel_209709691_d0183bd2c770e58ef8535b8a70067e7236553070
9,True,d1f3874f80d9f6c9760ffd3a28f5,Customer_3386182,09:23:39,09:38:57,15.3,False,죄송하지만 시간 조율이 가능할까요?,"안녕하세요 고객님, 언제로 조율 희망하실까요?",sendbird_group_channel_209709691_66256f66801fd1f3874f80d9f6c9760ffd3a28f5
9,True,519a4bb2bed7cab7be54d7533c7f,Customer_1195815,09:38:07,09:38:41,0.6,True,금요일 5시도어려울까요?,네네 금요일은 4시쯤에 가능할 것 같습니다 (_ _),sendbird_group_channel_209709691_087189f87fd8519a4bb2bed7cab7be54d7533c7f
9,True,0fb98cb35ddcb9c57591250a87ac,Customer_3708612,09:40:41,09:42:10,1.5,True,아아 용달이랑 이사서비스랑 다른첨이 뭔가요?,"용달은 단순 짐 운반(트럭 앞까지는 고객님께서 운반 필요)만 진행된다 봐주시면 됩니다! 이사의 경우 여러 유형에 따라 다르지만, 통상적인 포장이",sendbird_group_channel_377585390_5acd5bc544310fb98cb35ddcb9c57591250a87ac
9,True,87d486e6c15a33cc43ee63b003f3,Customer_2092445,09:43:32,09:46:20,2.8,True,잇나요,"안녕하세요 고객님, 해당업체에 한번 네고가능할지 여쭤보겠습니다!",sendbird_group_channel_209709691_e7a5a04eef0d87d486e6c15a33cc43ee63b003f3
9,True,5df0daca571e2605f90a85dcb9a3,Customer_3745202,09:45:02,09:46:53,1.8,True,네 알겠습니다,감사합니다!,sendbird_group_channel_383766187_355f4b99a43e5df0daca571e2605f90a85dcb9a3
9,True,c1837622bf0f67fb023e02422640,Customer_632040,09:47:21,09:51:33,4.2,False,"안녕하세요, 11시에 뵐 강동구 고덕로 210 삼익그린 아파크 이사 견적 확인 예정인데. 차량등록 해야해서 차번호 알려주시면 감사하겠습니다.",넵넵!,sendbird_group_channel_209709691_f221260e1689c1837622bf0f67fb023e02422640
9,True,a792c7a746f7ae6fc6f420bb8206,Customer_3288210,09:56:48,10:00:48,4.0,False,선생님 혹시 업체중에 실제 현장 실측하고 견적을 받고싶으면 무조건 계약을 우선 해야하는걸까요?,넵 맞습니다. 혹시 플래너의 영상도 보셨을까요?  영상은 현장 실측을 대신할 수 있습니다.,sendbird_group_channel_286919563_3270c45b24d4a792c7a746f7ae6fc6f420bb8206
10,True,aa5f4cc85bc205b50e0f77ba3fae,Customer_3751061,10:15:12,10:15:40,0.5,True,"아직 견적이 안 올라왔는데, 기다리면 되나요?",넵 금일 1시 이전에 들어온 견적 내역을 검수 및 전달할 예정입니다. 잠시만 기다려주세요!,sendbird_group_channel_209709691_bbe870e09fe6aa5f4cc85bc205b50e0f77ba3fae
10,True,9babb116fa4beed1c49fe977c777,Customer_2678797,10:15:19,10:15:44,0.4,True,매니저님 안녕하세요,안녕하세요,sendbird_group_channel_193204219_135cfab193f79babb116fa4beed1c49fe977c777
10,True,0eda4416abb1aed074321a051060,Customer_3752632,10:22:32,10:22:55,0.4,True,안녕하세요. 죄송하지만 제가 8/4에 5시30분은 되어야 집에 있을 수 있어서 그 전은 어렵습니다. 반영 부탁드리겠습니다.,네 잠시만요,sendbird_group_channel_384807907_984a1015aa0b0eda4416abb1aed074321a051060
10,True,b6dd999ca113523a342b6e85e547,Customer_3753652,10:34:42,10:35:34,0.9,True,방문예약  보류 부탁드려요 ~,안녕하세요. 사유가 어떻게 될까요?,sendbird_group_channel_384946217_383c6c073f45b6dd999ca113523a342b6e85e547
10,True,0f1839fd607f6d78eadb7bec3f84,Customer_3457262,10:50:30,10:50:50,0.3,True,안녕하세요처응견적주신 90만원견적업체없을까요?,"안녕하세요, 해당 견적 취소사유 확인하겠습니다.",sendbird_group_channel_334663651_eef9f32b0cd50f1839fd607f6d78eadb7bec3f84
11,True,e5362b2f91c06ccc508bfda6cf33,Customer_3752919,11:01:20,11:03:49,2.5,True,죄송하지만 이 시간에 집에 없습니다 11시 이전에 방문 부탁드립니다 오늘은 어렵고 내일 일정 다시 잡을 수 있을까요? 10시30분에 좋습니다,확인하겠습니다.,sendbird_group_channel_384837657_850860099355e5362b2f91c06ccc508bfda6cf33
11,True,4d4a40bb9ddec171b38d62aa55c4,Customer_3142201,11:03:03,11:04:06,1.1,True,"두룸인데 옷이랑 화장품 (조금만 많음 )강아지 용품 서랍장 2개  옷 행어 조금한거 1개 강아지 드라이기룸 , 네일 용품 , 금고 이렇게 있어여",죄송하지만 여기가 아닌 해당 일정에 방문하는 이사플래너에게 해당 내용을 전달해주세요.,sendbird_group_channel_257739747_e0228668768a4d4a40bb9ddec171b38d62aa55c4
11,True,03af72fb6f3dc2f05a1eb4837cc0,Customer_3752175,11:19:42,11:20:40,1.0,True,네,감사합니다.,sendbird_group_channel_384764092_9db9af4b298903af72fb6f3dc2f05a1eb4837cc0
11,True,e17e7731d83d79525927be8facba,Customer_3748712,11:20:48,11:22:17,1.5,True,혹시 반포장으로도 견적을 받아볼 수 있을까요?,,sendbird_group_channel_209709691_cec028a9d0ade17e7731d83d79525927be8facba
11,True,fcecb6dc6317a8a50edb29bb5049,Customer_3746627,11:33:48,11:33:54,0.1,True,질문있습니다.,넵,sendbird_group_channel_209709691_113d7988641dfcecb6dc6317a8a50edb29bb5049
11,True,172a09163141b5928c576fd6d01b,Customer_3748858,11:34:35,11:38:26,3.9,False,406호인데 호수를 잘못입력했습니다,네 수정도와드릴게요,sendbird_group_channel_384299947_cebf1092a63f172a09163141b5928c576fd6d01b
11,True,7d75413afda357f29eea450287f6,Customer_3488578,11:42:53,11:44:01,1.1,True,전체 이사가 아니라 23평 빌라에 가구와 일부 짐만 갑니다,해당 내용은 방문하는 플래너에게 전달해주시면 감사드리겠습니다.,sendbird_group_channel_341109994_65e0e6790ea67d75413afda357f29eea450287f6
11,True,dc2c27ccc8f3a8bc55d94f14c0ce,Customer_946984,11:46:36,11:47:00,0.4,True,세기익스프레스가 좋긴하겠네요!,앱에서 계약하기 버튼을 해주시면 됩니다. ,sendbird_group_channel_209709691_99c2412f96cfdc2c27ccc8f3a8bc55d94f14c0ce
11,True,18c5bfaeb30a01d890d0fc7c1cfa,Customer_3753688,11:47:28,11:56:43,9.3,False,안녕하세요. 혹시 내일 오후 5시 방문은 어려우실까요?,확인하겠습니다.,sendbird_group_channel_209709691_4ebe72359ae218c5bfaeb30a01d890d0fc7c1cfa
12,True,4d4a40bb9ddec171b38d62aa55c4,Customer_3142201,12:15:37,12:24:52,9.3,False,아 안오셔도 됩니다 .,주문 취소로 돕겠습니다.,sendbird_group_channel_257739747_e0228668768a4d4a40bb9ddec171b38d62aa55c4
